date,close,signal,position,entry_price,exit_price,trade_reason
2025-12-18,1495.68,0,-1,,,
2025-12-19,1485.96,0,-1,,,
2025-12-22,1511.13,0,-1,,,
2025-12-23,1506.43,0,-1,,,
2025-12-24,1479.29,0,-1,,,
2025-12-25,1516.04,0,-1,,,
2025-12-26,1496.2,0,-1,,,
2025-12-29,1500.76,0,-1,,,
2025-12-30,1471.55,0,-1,,,
2025-12-31,1427.07,0,-1,,,
2026-01-01,1435.14,0,-1,,,
2026-01-02,1432.03,0,-1,,,
2026-01-05,1420.54,0,-1,,,
2026-01-06,1401.47,0,-1,,,
2026-01-07,1412.96,0,-1,,,
2026-01-08,1435.35,0,-1,,,
2026-01-09,1397.51,0,-1,,,
2026-01-12,1400.48,0,-1,,,
2026-01-13,1382.52,0,-1,,,
2026-01-14,1372.33,0,-1,,,
2026-01-15,1334.37,0,-1,,,
2026-01-16,1326.71,0,-1,,,
2026-01-19,1319.4,0,-1,,,
2026-01-20,1306.46,0,-1,,,
2026-01-21,1316.59,0,-1,,,
2026-01-22,1268.68,0,-1,,,
2026-01-23,1267.01,0,-1,,,
2026-01-26,1303.27,0,-1,,,
2026-01-27,1296.64,0,-1,,,
2026-01-28,1317.0,0,-1,,,
2026-01-29,1281.74,0,-1,,,
2026-01-30,1288.49,0,-1,,,
2026-02-02,1298.92,0,-1,,,
2026-02-03,1282.62,0,-1,,,
2026-02-04,1276.82,0,-1,,,
2026-02-05,1295.12,0,-1,,,
2026-02-06,1281.11,0,-1,,,
2026-02-09,1262.6,0,-1,,,
2026-02-10,1235.86,0,-1,,,
2026-02-11,1240.93,0,-1,,,
2026-02-12,1243.6,0,-1,,,
2026-02-13,1233.18,0,-1,,,
2026-02-16,1276.49,0,-1,,,
2026-02-17,1285.59,0,-1,,,
2026-02-18,1295.14,0,-1,,,
2026-02-19,1290.94,0,-1,,,
2026-02-20,1328.38,0,-1,,,
2026-02-23,1312.58,0,-1,,,
2026-02-24,1336.53,0,-1,,,
2026-02-25,1319.55,0,-1,,,
2026-02-26,1276.52,0,-1,,,
2026-02-27,1271.72,0,-1,,,
2026-03-02,1283.74,0,-1,,,
2026-03-03,1306.54,0,-1,,,
2026-03-04,1317.84,0,-1,,,
2026-03-05,1331.14,0,-1,,,
2026-03-06,1355.15,0,-1,,,
2026-03-09,1365.89,0,-1,,,
2026-03-10,1375.87,0,-1,,,
2026-03-11,1344.89,0,-1,,,
2026-03-12,1326.62,0,-1,,,
2026-03-13,1365.69,0,-1,,,
2026-03-16,1365.88,0,-1,,,
2026-03-17,1368.9,0,-1,,,
2026-03-18,1376.63,0,-1,,,
2026-03-19,1340.63,0,-1,,,
2026-03-20,1353.96,0,-1,,,
2026-03-23,1338.8,0,-1,,,
2026-03-24,1317.83,0,-1,,,
2026-03-25,1334.09,0,-1,,,
2026-03-26,1314.03,0,-1,,,
2026-03-27,1325.26,0,-1,,,
2026-03-30,1338.3,0,-1,,,
2026-03-31,1352.14,0,-1,,,
2026-04-01,1343.99,0,-1,,,
2026-04-02,1348.26,0,-1,,,
2026-04-03,1325.14,0,-1,,,
2026-04-06,1350.22,0,-1,,,
2026-04-07,1372.53,0,-1,,,
2026-04-08,1372.8,0,-1,,,
2026-04-09,1389.31,0,-1,,,
2026-04-10,1407.66,0,-1,,,
2026-04-13,1424.68,0,-1,,,
2026-04-14,1432.3,0,-1,,,
2026-04-15,1429.8,0,-1,,,
2026-04-16,1469.95,0,-1,,,
2026-04-17,1474.82,0,-1,,,
2026-04-20,1475.78,0,-1,,,
2026-04-21,1506.57,0,-1,,,
2026-04-22,1463.03,0,-1,,,
2026-04-23,1448.85,0,-1,,,
2026-04-24,1442.98,0,-1,,,
2026-04-27,1458.29,0,-1,,,
2026-04-28,1505.81,0,-1,,,
2026-04-29,1546.17,0,-1,,,
2026-04-30,1576.9,0,-1,,,
2026-05-01,1606.99,0,-1,,,
2026-05-04,1647.61,0,-1,,,
2026-05-05,1648.98,0,-1,,,
2026-05-06,1639.52,0,-1,,,
2026-05-07,1614.51,0,-1,,,
2026-05-08,1590.93,0,-1,,,
2026-05-11,1576.97,0,-1,,,
2026-05-12,1562.28,0,-1,,,
2026-05-13,1556.92,0,-1,,,
2026-05-14,1566.59,0,-1,,,
2026-05-15,1552.23,0,-1,,,
